BASIC5000_0044|14 61 7 69 71 66 47 11 67 5 48 0 29 36 32 5 44 64 37 12 74 43 5 1
BASIC5000_0045|29 81 62 7 44 3 76 0 3 47 22 5 81 13 73 66 63 26 12 1
BASIC5000_0046|14 63 27 5 34 81 67 16 47 47 34 0 52 76 48 12 47 25 72 47 39 80 41 36 39 0 7 9 47 12 5 57 51 36 50 36 39 5 36 32 1
BASIC5000_0047|20 7 23 81 78 7 42 7 24 68 13 0 34 81 3 19 80 73 7 14 70 7 24 39 26 41 44 41 37 44 70 7 24 32 1
BASIC5000_0048|14 47 73 79 5 11 41 20 13 0 52 25 72 80 9 32 32 66 24 13 43 5 1
BASIC5000_0049|14 63 9 47 73 5 30 47 24 12 5 48 0 11 73 30 44 25 70 7 11 16 9 81 80 0 25 29 81 25 15 72 7 44 14 54 24 32 1
BASIC5000_0050|14 44 5 78 7 13 5 76 63 5 13 0 16 81 48 5 12 46 49 43 74 43 5 1
BASIC5000_0051|64 44 26 12 85 41 13 67 7 5 34 42 0 54 36 12 37 26 76 41 11 67 5 63 26 12 1
BASIC5000_0052|18 5 12 16 80 32 39 76 20 41 41 0 30 77 80 25 36 20 7 26 76 20 41 48 0 58 37 67 81 33 5 40 26 1
BASIC5000_0053|64 40 3 65 77 3 44 24 39 0 62 39 41 80 51 41 37 0 37 18 39 16 33 22 5 1
BASIC5000_0054|19 81 20 7 41 20 53 85 48 0 73 7 5 44 64 79 18 13 37 16 1
BASIC5000_0055|64 37 49 34 48 0 44 11 5 47 22 81 56 76 80 26 44 67 34 12 9 76 20 41 44 73 36 39 0 24 72 16 75 72 7 47 3 75 12 80 37 32 9 76 1
BASIC5000_0056|64 36 16 48 0 30 47 20 42 67 80 75 34 68 85 42 41 43 38 18 32 1
BASIC5000_0057|64 64 27 80 54 65 41 0 3 66 13 54 76 41 5 7 44 81 13 5 76 1
BASIC5000_0058|73 24 11 48 0 28 5 12 16 48 48 48 11 69 44 0 73 7 61 7 48 0 34 34 11 69 44 44 39 5 76 1
BASIC5000_0059|66 5 79 16 80 11 12 18 24 39 67 7 24 79 18 3 75 63 28 81 1
BASIC5000_0060|64 78 47 52 85 43 26 13 12 81 29 81 40 3 36 32 41 14 44 48 0 31 7 44 48 7 40 67 37 5 39 5 32 1
BASIC5000_0061|64 76 41 81 47 22 16 51 81 80 73 81 33 20 41 13 3 75 63 26 12 1
BASIC5000_0062|64 74 85 28 81 28 5 48 0 3 43 32 44 24 49 74 16 63 36 39 67 74 5 32 5 41 11 67 36 39 5 63 26 1
BASIC5000_0063|64 70 85 25 12 76 48 0 64 43 12 36 32 47 40 26 12 1
BASIC5000_0064|16 22 49 43 44 37 5 39 0 67 36 41 24 75 32 5 41 11 67 5 63 24 32 1
BASIC5000_0065|51 72 7 32 81 12 74 20 63 36 39 5 7 47 12 43 0 34 25 81 47 24 72 7 12 5 40 0 24 70 7 24 72 16 14 63 36 34 68 36 32 81 33 73 1
BASIC5000_0066|42 78 33 74 18 47 3 24 40 0 5 63 80 42 32 42 32 3 76 5 39 48 5 18 43 5 1
BASIC5000_0067|64 85 39 4 81 17 44 3 43 80 3 18 39 24 63 36 32 20 41 44 32 5 24 0 22 5 42 0 11 79 52 24 63 26 1
BASIC5000_0068|51 70 7 13 44 26 79 36 39 5 76 47 44 0 79 32 24 48 63 33 22 65 18 13 24 32 1
BASIC5000_0069|64 81 48 0 22 16 69 0 41 67 33 34 44 40 81 79 80 12 18 63 24 32 1
BASIC5000_0070|55 81 28 14 44 11 5 39 48 0 16 76 37 44 73 36 39 22 5 24 72 44 55 81 28 14 22 77 32 0 18 81 5 39 14 20 7 42 7 47 76 5 18 5 44 11 36 39 5 76 55 55 81 13 11 11 14 5 1
BASIC5000_0071|22 73 43 74 80 5 79 43 18 77 49 43 75 63 28 81 1
BASIC5000_0072|22 74 44 0 73 20 12 74 64 76 41 0 63 9 49 48 40 36 50 47 25 72 7 32 5 44 3 75 63 26 1
BASIC5000_0073|22 75 19 43 16 22 41 5 20 47 20 44 48 0 7 12 37 43 20 41 48 41 39 67 5 9 43 5 1
BASIC5000_0074|25 72 7 33 81 44 24 78 0 14 72 7 54 12 74 44 24 78 0 18 36 24 39 7 30 80 5 7 43 1
BASIC5000_0075|22 67 43 5 41 0 51 17 77 47 63 9 44 30 20 44 37 18 43 5 40 24 72 7 1
BASIC5000_0076|51 24 68 32 5 44 14 38 12 77 43 5 73 7 44 30 10 36 41 12 66 74 80 41 75 33 24 0 54 2 5 81 33 85 80 47 31 16 1
BASIC5000_0077|69 64 73 44 39 36 62 7 25 68 3 76 63 5 24 0 30 81 43 49 3 32 75 39 14 43 69 75 60 7 40 0 7 63 16 5 16 41 48 11 67 9 43 5 73 1
BASIC5000_0078|22 81 23 81 28 79 80 24 32 47 44 0 43 81 47 3 5 22 37 67 43 5 1
BASIC5000_0079|32 5 57 5 73 7 48 0 28 12 5 40 5 34 49 81 11 11 14 43 32 5 73 7 40 26 1
BASIC5000_0080|25 72 7 14 70 7 12 81 75 24 72 16 48 0 55 12 47 14 72 7 5 16 44 11 11 16 47 25 12 81 80 37 5 69 26 1
BASIC5000_0081|29 81 55 47 13 16 28 5 13 0 30 20 57 5 36 32 79 18 40 48 43 5 1
BASIC5000_0082|3 32 32 12 5 47 64 67 47 80 21 73 7 5 24 63 24 72 7 12 1
BASIC5000_0083|13 36 41 47 24 81 18 37 15 3 81 48 0 12 43 75 47 24 72 7 19 14 80 3 32 9 76 12 47 7 28 5 13 3 75 63 26 1
BASIC5000_0084|25 20 16 47 20 41 49 44 37 5 39 0 5 16 74 12 24 36 39 67 24 75 26 15 76 20 41 48 43 5 1
BASIC5000_0085|55 81 66 5 48 0 5 63 69 12 16 28 81 30 7 44 14 72 7 12 22 77 39 5 76 1
BASIC5000_0086|28 81 28 5 13 16 48 12 13 16 39 14 43 20 81 14 72 67 43 5 47 44 0 41 39 67 44 81 14 13 3 36 39 0 28 81 28 5 13 16 48 24 81 25 39 5 76 44 81 13 11 11 5 73 7 40 26 1
BASIC5000_0087|3 81 47 25 72 7 0 3 47 15 72 7 24 68 0 14 72 7 44 43 36 39 43 14 37 5 39 14 32 73 1
BASIC5000_0088|28 5 66 5 47 41 85 41 22 80 12 81 13 9 32 20 41 47 43 5 44 81 48 0 5 13 16 80 20 20 78 23 26 58 14 40 48 43 5 1
BASIC5000_0089|13 76 54 62 85 41 40 5 34 49 81 47 54 74 5 42 34 14 81 41 5 36 32 74 0 30 77 48 67 7 0 11 49 3 34 68 81 47 33 5 42 20 78 40 26 73 1
BASIC5000_0090|13 75 77 11 48 0 54 32 37 47 39 37 47 32 63 80 0 41 7 47 39 36 59 81 12 74 11 41 24 32 1
BASIC5000_0091|13 74 26 47 48 34 48 0 20 43 21 43 44 43 36 39 24 63 36 32 1
BASIC5000_0092|61 7 41 48 0 51 78 49 12 74 14 72 7 28 5 39 14 44 48 5 25 72 22 77 32 1
BASIC5000_0093|24 72 32 5 18 81 47 3 5 39 48 0 41 24 7 9 47 25 72 28 5 33 36 32 1
BASIC5000_0094|33 14 72 7 26 76 47 48 0 79 32 24 47 24 70 15 44 48 81 24 39 5 76 1
BASIC5000_0095|18 5 23 5 13 16 47 60 81 80 0 21 22 37 78 81 42 81 44 34 70 7 67 81 24 32 1
BASIC5000_0096|13 85 40 81 54 8 81 26 80 0 24 14 70 7 0 48 5 32 37 24 39 16 33 22 5 1
BASIC5000_0097|13 81 48 0 3 76 32 46 47 7 5 76 26 41 12 81 18 5 13 3 76 12 67 24 77 43 5 1
BASIC5000_0098|26 58 39 80 26 39 39 0 20 47 77 26 41 74 81 80 69 76 67 16 39 14 48 0 51 41 37 33 18 40 24 32 1
BASIC5000_0099|7 79 69 16 44 48 81 32 5 26 76 20 41 48 0 12 77 67 71 7 14 47 3 76 11 41 20 33 1
BASIC5000_0100|32 43 80 12 32 38 18 43 22 5 0 30 7 26 77 49 0 60 81 80 30 20 57 11 18 63 26 1
BASIC5000_0101|23 36 41 64 37 67 36 39 0 30 47 24 21 41 48 0 44 24 70 7 12 81 12 12 76 33 78 7 1
BASIC5000_0102|34 70 7 24 72 16 47 32 66 0 25 70 7 44 41 14 12 74 5 34 41 14 63 40 0 5 34 25 12 81 47 69 26 64 13 3 76 1
BASIC5000_0103|24 68 34 70 7 44 48 0 26 16 43 16 41 67 21 44 81 47 25 72 7 14 68 16 13 5 63 24 32 1
BASIC5000_0104|31 7 12 26 76 25 70 73 7 44 11 7 25 76 32 66 0 3 66 75 12 12 74 0 15 70 7 44 16 80 37 5 12 26 76 18 5 12 16 33 1
BASIC5000_0105|24 68 75 72 7 48 18 36 12 81 13 43 5 12 0 22 5 39 5 22 81 83 13 37 44 5 34 12 5 0 18 81 22 22 77 76 1
BASIC5000_0106|43 81 25 25 24 81 44 24 81 25 37 40 3 77 0 43 81 25 64 27 12 74 32 44 81 44 5 37 79 75 43 14 21 41 16 1
BASIC5000_0107|14 72 7 23 66 47 44 81 67 0 73 16 24 76 73 7 44 43 76 41 0 12 43 74 27 24 67 0 54 12 5 40 48 43 5 1
BASIC5000_0108|12 81 33 81 43 5 55 36 12 25 72 7 24 72 7 47 18 36 12 0 24 68 12 5 54 3 81 13 11 20 76 12 67 24 77 43 5 1
BASIC5000_0109|54 16 78 48 0 41 7 67 78 20 24 40 48 34 14 77 30 7 33 36 32 1
BASIC5000_0110|44 69 75 41 79 74 36 39 0 22 81 28 5 47 5 24 80 24 66 24 32 1
BASIC5000_0111|22 5 21 47 24 70 33 81 41 24 39 48 0 5 37 40 67 24 72 16 80 69 66 74 77 76 41 0 12 77 48 12 81 13 9 32 1
BASIC5000_0112|44 79 41 75 13 0 32 58 67 47 80 22 13 24 39 5 63 24 32 1
BASIC5000_0113|63 36 32 16 17 7 29 81 44 0 79 32 24 48 0 65 12 24 47 71 7 25 81 41 0 16 7 20 7 40 40 3 36 32 1
BASIC5000_0114|22 81 46 81 41 5 7 48 0 43 13 5 25 12 81 33 41 79 32 24 48 11 67 7 1
BASIC5000_0115|44 81 44 16 80 0 73 7 25 81 24 39 32 58 77 49 32 66 44 43 76 1
BASIC5000_0116|54 71 49 44 3 32 32 12 5 12 36 20 7 80 24 39 5 43 5 41 0 18 36 14 72 16 0 51 42 5 12 29 80 51 16 48 66 44 43 76 1
BASIC5000_0117|24 70 64 48 0 44 34 25 72 7 28 5 12 37 47 16 78 7 80 79 26 77 22 28 39 16 77 76 1
BASIC5000_0118|14 72 7 24 48 0 28 5 41 13 24 18 81 40 12 81 44 81 17 80 24 39 5 76 47 80 64 37 18 32 1
BASIC5000_0119|39 34 72 7 44 11 43 63 9 80 12 5 39 5 32 33 18 63 28 81 12 1
BASIC5000_0120|20 7 34 72 7 48 0 30 37 15 72 7 28 5 51 41 75 51 41 75 41 3 16 24 70 80 24 32 1
BASIC5000_0121|69 63 33 16 81 48 0 25 55 81 47 61 26 44 32 5 26 76 5 12 75 80 0 11 22 9 73 7 41 37 41 66 32 1
BASIC5000_0122|9 81 53 37 48 0 5 34 33 85 26 32 81 5 40 7 74 77 39 5 76 1
BASIC5000_0123|32 32 12 5 48 0 37 73 5 67 47 13 12 37 41 48 12 15 74 43 5 1
BASIC5000_0124|5 36 62 81 47 32 12 5 14 13 0 26 5 66 81 44 43 13 5 12 19 80 7 37 24 39 5 76 1
BASIC5000_0125|73 22 81 48 54 28 5 12 16 40 0 24 12 67 0 51 0 19 81 25 37 39 14 44 11 67 9 76 1
BASIC5000_0126|5 63 0 79 32 24 48 54 76 85 41 44 65 34 70 7 44 43 36 39 14 39 5 76 1
BASIC5000_0127|12 12 75 34 72 7 13 14 70 7 44 69 66 39 24 63 36 32 47 40 0 79 32 24 13 30 47 3 43 80 7 66 43 18 77 49 43 74 43 16 43 36 32 1
BASIC5000_0128|12 12 75 5 81 13 7 43 27 5 32 47 40 0 12 47 25 72 48 20 15 36 39 80 12 14 0 30 77 80 39 79 32 24 32 1
BASIC5000_0129|22 5 24 48 0 51 41 52 41 80 42 7 41 16 39 14 44 32 12 66 73 7 41 24 32 1
BASIC5000_0130|60 7 19 14 48 0 63 26 63 26 48 19 24 16 43 36 39 14 32 47 40 0 79 32 24 32 34 0 48 24 36 39 34 12 24 37 44 11 75 39 5 36 32 47 73 1
BASIC5000_0131|5 63 0 5 34 44 81 47 11 81 43 47 51 41 13 5 36 36 39 5 14 63 24 32 73 1
BASIC5000_0132|3 24 80 64 27 44 37 18 39 0 73 21 77 80 11 41 24 43 22 5 1
BASIC5000_0133|54 12 36 50 37 43 20 42 67 48 0 16 7 30 7 47 28 12 5 44 41 25 20 67 76 18 5 20 7 13 27 36 41 32 12 5 1
BASIC5000_0134|21 83 13 37 55 81 47 53 76 16 33 22 5 0 41 5 36 39 0 79 12 75 63 24 32 41 5 79 77 32 1
BASIC5000_0135|13 36 53 13 42 81 42 81 26 15 39 5 36 32 13 0 12 47 24 72 7 30 16 48 0 43 44 67 14 20 9 39 20 43 12 36 32 1
BASIC5000_0136|34 43 64 44 0 30 77 48 20 47 48 43 24 47 0 21 25 37 33 81 44 26 76 73 39 5 40 26 1
BASIC5000_0137|41 7 25 72 7 25 81 55 37 13 0 7 63 16 79 75 54 74 77 39 5 32 1
BASIC5000_0138|5 36 34 33 81 18 37 24 39 0 43 44 12 3 32 74 24 5 20 41 80 69 78 7 25 68 43 5 12 1
BASIC5000_0139|14 72 7 24 70 16 40 26 13 0 44 13 37 44 25 70 7 43 43 44 34 47 69 16 30 16 80 0 14 68 81 28 76 22 28 39 16 33 22 5 1
BASIC5000_0140|11 19 81 14 40 11 26 21 24 47 20 41 41 11 67 5 63 26 1
BASIC5000_0141|12 64 43 75 13 0 5 63 44 67 11 34 30 7 43 48 19 24 5 11 41 40 0 21 78 21 78 41 43 36 32 1
BASIC5000_0142|11 44 5 22 81 80 20 14 70 7 22 28 76 32 66 44 0 5 24 68 44 30 47 14 12 5 80 37 12 36 39 67 74 5 32 5 41 11 67 5 63 26 12 1
BASIC5000_0143|12 81 67 43 16 54 78 48 0 12 77 13 5 77 76 60 42 45 76 16 43 75 63 24 32 1
BASIC5000_0144|13 37 75 72 20 7 43 81 39 0 12 37 39 48 41 60 7 67 43 5 20 41 41 12 81 13 9 74 77 32 1
BASIC5000_0145|21 63 5 76 48 0 53 16 44 36 16 44 39 14 24 32 14 72 75 33 1
BASIC5000_0146|12 64 43 75 44 11 42 78 5 32 14 72 7 20 13 0 11 77 44 24 13 64 37 5 39 14 32 1
BASIC5000_0147|11 11 12 64 13 5 45 44 44 39 5 76 73 7 44 0 11 58 36 12 37 12 5 48 41 67 33 34 47 73 7 44 64 9 76 1
BASIC5000_0148|21 42 76 17 74 5 24 12 67 34 3 79 28 13 43 5 1
BASIC5000_0149|49 81 21 7 80 14 77 5 22 36 50 75 79 26 77 39 24 63 36 32 1
BASIC5000_0150|18 81 52 14 72 7 41 61 7 9 81 14 72 7 47 34 13 5 13 0 79 12 75 63 26 12 1
BASIC5000_0151|64 43 64 3 54 75 12 28 5 54 48 0 67 48 69 20 16 25 81 44 52 72 7 42 7 47 20 7 64 81 18 81 80 67 41 66 76 7 81 42 7 80 0 73 16 28 5 40 14 43 5 1
BASIC5000_0152|24 12 21 5 14 47 52 81 80 0 73 69 16 24 32 5 47 40 26 13 1
BASIC5000_0153|63 27 24 5 12 74 41 5 7 33 18 40 0 44 81 80 18 5 58 37 26 76 58 14 40 48 43 5 1
BASIC5000_0154|22 5 12 5 48 37 44 73 36 39 0 34 5 14 44 58 81 9 14 13 24 72 7 27 76 1
BASIC5000_0155|41 7 34 68 16 26 76 63 9 44 0 9 5 13 13 48 25 63 36 39 24 63 7 81 40 24 72 7 46 1
BASIC5000_0156|3 16 54 23 18 80 26 76 41 0 11 81 43 47 20 44 14 74 79 77 76 73 1
BASIC5000_0157|22 81 49 81 66 44 20 7 75 72 26 58 14 20 41 13 74 48 0 12 85 59 36 41 47 25 33 5 28 5 40 3 76 1
BASIC5000_0158|75 72 7 24 48 0 37 75 3 19 32 22 12 43 47 11 11 14 22 80 0 11 11 19 22 44 5 36 32 1
BASIC5000_0159|75 72 14 68 16 48 0 60 42 7 14 72 7 80 37 12 36 39 0 78 28 81 80 79 32 36 39 16 33 22 5 1
BASIC5000_0160|3 16 48 11 20 43 7 44 69 22 24 16 39 0 30 47 18 5 32 5 67 65 19 81 40 3 76 1
BASIC5000_0161|25 70 7 80 30 7 25 24 39 5 32 74 0 41 37 29 81 61 7 48 37 24 39 24 63 36 32 1
BASIC5000_0162|64 81 24 70 24 70 15 40 48 0 20 16 64 81 48 0 34 72 16 28 37 28 5 54 47 69 16 44 81 80 9 74 55 1
BASIC5000_0163|79 76 5 42 7 78 80 13 16 81 13 16 81 41 48 24 36 39 5 16 25 42 7 24 68 1
BASIC5000_0164|47 7 64 81 32 34 48 0 73 5 75 81 21 41 0 54 75 72 7 51 81 80 28 81 58 37 26 76 1
BASIC5000_0165|11 81 42 16 48 0 12 77 44 41 36 39 32 5 57 81 60 46 47 11 77 76 24 21 41 40 3 36 32 1
BASIC5000_0166|79 76 12 36 32 18 77 42 67 0 3 47 39 5 42 43 74 63 33 63 24 33 36 32 1
BASIC5000_0167|49 16 26 19 81 24 68 47 18 81 14 70 7 24 72 40 0 24 81 69 16 47 24 18 81 13 11 20 43 79 77 32 1
BASIC5000_0168|3 43 32 63 12 28 44 24 43 5 40 0 25 55 81 40 28 14 44 81 80 67 36 39 69 36 39 16 33 22 5 1
BASIC5000_0169|49 5 14 81 17 47 60 7 13 0 20 78 81 55 26 73 75 22 14 44 0 3 66 75 12 80 48 36 18 81 24 32 41 5 79 77 39 5 76 1
BASIC5000_0170|14 70 7 80 73 7 26 76 20 41 33 12 74 0 5 30 5 40 16 33 22 5 1
BASIC5000_0171|49 32 85 48 0 5 34 62 81 42 5 16 74 40 7 74 77 76 1
BASIC5000_0172|49 26 47 52 81 13 43 12 36 32 47 40 0 79 32 24 32 34 48 0 9 14 63 40 27 36 41 3 76 12 43 18 77 49 43 74 43 12 36 32 1
BASIC5000_0173|17 36 26 75 46 65 36 32 47 34 48 0 27 36 41 14 55 81 13 73 5 1
BASIC5000_0174|7 9 24 44 26 76 16 74 5 43 74 0 11 61 77 24 81 33 60 7 13 63 24 33 1
BASIC5000_0175|49 18 37 44 64 27 80 5 34 48 5 16 81 40 67 36 39 20 43 22 5 1
BASIC5000_0176|49 17 33 12 43 81 33 12 79 12 81 43 5 18 42 0 20 47 30 54 41 48 34 68 81 41 7 21 12 43 5 1
BASIC5000_0177|34 13 5 13 5 78 5 78 3 76 44 67 12 12 79 74 27 0 25 72 85 81 41 3 81 48 0 41 67 33 34 42 7 24 40 5 76 1
BASIC5000_0178|17 27 17 27 24 39 5 32 32 66 44 0 32 12 5 60 39 76 44 51 41 49 81 0 41 63 74 23 76 80 9 43 16 43 36 32 1
BASIC5000_0179|30 7 24 14 44 48 0 16 78 5 54 16 80 14 39 5 16 47 13 24 70 7 12 81 40 26 1
BASIC5000_0180|17 3 5 13 79 76 12 36 32 18 42 0 24 21 41 44 5 36 32 1
BASIC5000_0181|33 5 15 64 81 24 70 28 5 48 0 5 34 37 47 28 5 25 18 5 32 5 40 3 76 1
BASIC5000_0182|73 78 5 80 37 18 39 5 76 44 81 48 0 20 78 55 41 0 11 11 14 43 11 41 13 26 76 1
BASIC5000_0183|22 5 49 5 44 39 14 24 32 42 25 72 7 80 9 76 44 48 0 32 13 69 22 43 18 77 49 43 74 43 5 1
BASIC5000_0184|26 7 54 81 12 81 0 11 25 12 81 80 22 5 39 5 32 33 18 63 26 12 1
BASIC5000_0185|19 81 14 81 49 74 5 5 44 48 0 25 70 7 50 85 28 81 41 79 75 52 5 32 24 63 26 1
BASIC5000_0186|66 78 26 48 0 18 36 24 39 7 30 37 14 40 48 43 5 1
BASIC5000_0187|64 24 74 45 44 81 13 34 12 73 36 39 14 39 0 79 32 24 44 25 20 16 80 32 27 46 32 1
BASIC5000_0188|66 75 85 47 44 20 69 12 43 12 11 48 0 12 47 25 72 47 24 3 79 28 80 3 74 79 24 39 5 32 1
BASIC5000_0189|64 32 66 44 48 69 22 24 30 7 33 18 42 0 12 77 36 39 64 43 12 74 0 13 5 25 70 7 43 5 21 7 47 0 18 36 20 7 43 32 54 46 21 24 9 85 32 41 5 79 77 39 5 76 73 1
BASIC5000_0190|66 67 44 48 0 64 27 44 7 12 55 77 81 24 70 7 80 22 28 76 73 7 44 0 41 0 43 17 75 13 14 22 77 39 5 32 1
BASIC5000_0191|66 85 76 40 3 43 32 41 11 24 68 58 75 13 24 32 5 79 1
BASIC5000_0192|34 25 81 13 54 9 77 49 54 9 76 60 42 0 30 77 33 18 0 3 7 25 12 81 13 26 16 43 16 43 76 1
BASIC5000_0193|21 12 31 16 67 21 5 36 24 72 44 37 77 39 20 74 77 32 47 40 26 12 1
BASIC5000_0194|24 72 76 5 48 0 12 36 39 44 5 25 74 77 32 18 5 28 14 13 3 36 32 1
BASIC5000_0195|66 81 49 85 47 33 77 12 13 0 16 81 44 22 81 28 5 24 39 5 63 26 12 1
BASIC5000_0196|18 81 11 78 26 41 0 32 16 22 81 52 76 13 64 9 32 1
BASIC5000_0197|3 76 20 7 41 26 76 41 0 20 20 13 27 14 81 41 24 63 26 1
BASIC5000_0198|34 25 48 0 3 32 74 24 5 48 24 47 39 85 56 12 36 41 80 24 32 1
BASIC5000_0199|66 44 70 85 80 64 28 39 5 32 33 18 63 28 81 12 1
BASIC5000_0200|66 40 4 3 13 31 7 11 47 20 81 28 14 80 69 26 7 75 26 76 1
BASIC5000_0201|15 79 16 80 67 32 43 5 24 81 46 81 48 0 24 81 33 24 81 46 81 40 3 76 1
